"","id","nature.of.business","business.cycle","business.type","classification","responsibility.1","responsibility.2","responsibility.3","responsibility.4","knowledge.of.org","products.services","business.orientation","org.governance","business.process.design","risk.mgmt","budgeting","quality.mgmt","process.mgmt","value.realisation","mgmt.multiple.priority","relationship.mgmt","emotional.intelligence","partnering.for.client.success","goal.setting","organisation.structuring","planning.organising","resource.mgmt","strategic.thinking","system.thinking","talent.mgmt","visioning","managing.change","judgement.decision.making","customer.market.focus","performance.planning","programme.mgmt","embracing.challenge","enterprise.analysis","auditing","organisation.comm","public.relations","shareholder.relation","crm","cost.benefit.analysis","fin.risk.mgmt","legal.function","marketing.function","procurement.function","sales.function"
"4417",4417,"technology","growth","gov-linked","average","2","2","4","4","3","4","3","3","4","4","3","2","2","4","4","3","3","3","4","4","2","2","3","4","3","3","4","4","3","3","4","3","2","3","4","3","2","4","3","3","3","2","2","4"
"4418",4418,"others","growth","others","aboveaverage","3","5","4","3","4","4","5","4","4","4","4","4","4","4","4","4","4","5","4","4","4","5","5","4","5","5","4","4","4","4","4","5","4","4","4","5","4","4","4","5","4","5","5","4"
"4419",4419,"others","startup","private","average","3","2","2","4","4","3","3","3","2","3","3","3","3","4","3","4","4","4","3","2","3","3","2","3","4","3","4","4","3","2","3","2","2","4","3","2","3","2","2","3","4","2","4","2"
"4420",4420,"government","startup","government","average","2","2","3","3","5","3","3","3","2","4","3","3","3","4","4","3","4","3","3","2","3","3","4","4","3","4","3","3","4","4","4","4","4","4","2","3","3","4","3","3","3","3","3","3"
"4421",4421,"others","startup","public","belowaverage","3","4","3","3","5","3","4","3","2","2","4","2","4","2","3","3","4","2","4","4","3","3","3","3","2","2","4","4","4","3","4","3","4","3","3","4","2","4","2","3","4","3","3","4"
"4422",4422,"others","growth","gov-linked","average","4","4","3","4","2","3","3","3","4","3","2","4","3","4","3","2","2","3","4","4","3","3","2","4","4","4","2","2","4","4","4","2","4","4","3","4","3","4","3","2","4","3","3","3"
"4423",4423,"services","stable","private","average","3","2","2","2","3","3","3","2","2","3","3","3","4","3","3","2","2","3","3","3","4","4","3","4","4","3","2","2","4","4","3","2","4","3","4","4","3","3","2","2","4","4","3","4"
"4424",4424,"fmcg","startup","private","average","3","2","3","4","3","3","3","4","2","4","3","4","4","3","3","3","3","3","4","2","4","2","3","3","4","3","2","4","4","2","2","4","4","3","3","3","2","2","3","3","4","3","3","3"
"4425",4425,"financial","stable","private","average","3","3","3","2","4","4","3","3","3","3","2","3","3","3","3","4","2","4","4","3","3","3","4","3","4","4","4","2","2","4","2","4","3","3","4","3","3","3","3","3","3","3","2","3"
"4426",4426,"services","startup","government","average","4","3","3","3","3","2","2","3","3","2","4","2","2","3","2","3","4","4","4","2","4","4","2","4","4","4","4","3","4","4","4","4","3","4","4","3","3","4","3","4","4","3","3","3"
"4427",4427,"fmcg","growth","public","aboveaverage","4","4","3","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","5","4","5","4","5","4","4","4","4"
"4428",4428,"financial","stable","others","average","2","3","3","4","2","4","4","4","2","3","3","4","3","3","2","3","4","3","3","4","4","2","4","3","4","4","4","4","4","4","2","2","2","3","4","4","2","2","4","2","4","2","4","4"
"4429",4429,"technology","stable","others","average","3","3","2","4","3","3","3","4","4","3","3","3","4","3","2","4","4","4","3","3","4","4","4","4","4","2","3","4","3","3","2","2","4","4","4","2","3","2","3","3","2","4","3","3"
"4430",4430,"services","stable","others","aboveaverage","3","3","4","4","4","4","4","4","4","5","4","5","4","5","4","4","5","4","5","4","5","4","4","5","5","4","5","4","4","4","5","4","4","5","4","5","4","4","4","4","4","4","4","5"
"4431",4431,"technology","growth","government","aboveaverage","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","4","4","4","4","4","4","4","4","5","5","4","5","4","4","4","5","4","4","4","4","4","4","4","5","4","4"
"4432",4432,"services","stable","private","aboveaverage","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","5","4","4","4","4","5","4","4","4","4","4","4","4","5","5","5","4","5","5","4","4","4","4","4","5"
"4433",4433,"technology","growth","others","average","2","3","4","4","2","3","4","3","2","3","3","3","3","3","2","3","2","4","2","4","4","3","3","3","4","4","4","3","2","4","4","3","2","4","3","3","4","3","3","4","2","3","3","2"
"4434",4434,"government","stable","government","average","4","2","4","3","3","3","2","4","3","4","3","3","3","4","4","4","2","3","4","2","4","3","4","4","2","2","3","3","3","4","4","2","3","3","3","3","4","4","4","3","2","2","4","3"
"4435",4435,"technology","growth","gov-linked","average","3","3","3","3","3","2","4","2","3","3","3","3","2","4","4","3","2","4","3","3","3","3","4","4","2","4","4","4","3","4","4","2","3","3","4","3","3","3","2","3","3","2","2","4"
"4436",4436,"utilities","startup","private","average","3","4","4","3","3","4","4","4","3","2","4","2","3","4","2","2","2","4","3","3","4","3","2","2","4","4","3","4","4","4","2","3","4","4","4","3","2","3","4","3","2","3","3","2"
"4437",4437,"fmcg","growth","private","average","4","2","3","2","3","4","4","4","4","2","3","2","3","2","3","3","4","2","3","2","4","3","2","3","3","3","3","4","4","4","2","3","3","2","4","3","2","3","4","2","4","4","2","4"
"4438",4438,"government","decline","government","average","3","3","3","3","2","2","2","3","3","4","4","3","4","3","2","4","3","2","4","3","3","2","4","3","3","3","4","3","3","3","2","2","4","3","3","3","2","4","3","4","4","3","3","4"
"4439",4439,"others","startup","public","average","3","2","2","3","5","3","4","3","4","4","4","3","4","4","3","2","4","3","4","3","3","4","3","3","3","2","2","3","3","4","2","3","3","3","2","3","3","2","4","4","4","3","2","3"
"4440",4440,"financial","stable","public","aboveaverage","5","3","3","3","4","4","4","4","5","4","4","4","4","4","5","4","4","5","4","5","4","4","4","5","4","4","5","5","4","4","4","5","4","5","5","4","4","4","5","4","4","5","4","4"
"4441",4441,"others","stable","others","average","4","4","4","2","2","3","4","3","3","3","2","2","4","4","2","3","2","4","3","3","2","3","3","3","3","3","3","3","4","4","3","4","4","4","4","4","3","3","4","2","3","4","3","4"
"4442",4442,"others","growth","others","average","2","2","2","2","2","3","3","2","4","2","3","3","4","3","2","4","3","3","3","3","2","4","2","4","3","3","3","3","4","3","4","4","2","3","2","3","4","4","4","3","3","4","2","4"
"4443",4443,"financial","growth","gov-linked","average","3","3","4","3","2","3","3","3","4","4","4","4","3","4","3","4","2","4","4","3","4","3","2","4","4","4","3","4","3","4","2","3","4","2","4","3","3","2","4","2","3","3","3","4"
"4444",4444,"others","growth","others","average","3","2","3","4","2","3","2","2","3","2","4","3","3","3","3","3","4","4","4","3","4","3","2","4","2","2","2","4","4","3","3","3","4","2","3","4","3","3","4","3","3","3","3","3"
"4445",4445,"financial","stable","gov-linked","aboveaverage","4","3","4","3","4","4","4","5","5","5","4","5","4","5","4","4","4","4","4","4","4","5","4","5","5","4","4","4","4","4","5","4","4","4","5","4","4","4","4","4","4","4","4","4"
"4446",4446,"others","startup","others","average","3","3","3","3","4","4","4","4","3","2","3","3","3","2","4","2","3","4","2","3","3","2","3","3","2","2","4","4","2","4","2","2","3","3","3","4","2","3","4","2","3","3","3","4"
"4447",4447,"government","stable","government","aboveaverage","4","4","4","4","5","4","4","5","4","4","5","4","4","5","4","4","5","4","5","4","4","5","4","4","4","4","4","4","4","4","5","5","5","5","4","5","5","4","4","4","5","5","4","4"
"4448",4448,"services","growth","private","average","4","4","4","2","2","2","3","3","4","3","3","2","2","4","4","2","3","3","4","3","3","3","3","3","3","4","4","4","4","4","2","3","3","3","2","4","3","4","3","3","3","4","4","4"
"4449",4449,"others","startup","private","average","3","2","3","3","5","4","4","3","3","4","4","3","2","3","3","4","3","3","4","2","4","2","2","3","4","3","2","3","3","3","3","4","3","2","3","3","4","2","2","2","3","3","4","3"
"4450",4450,"others","growth","government","average","2","4","3","3","2","4","4","4","3","2","3","4","3","4","4","2","3","3","4","4","3","3","2","3","4","2","3","2","4","3","3","2","4","4","3","3","3","3","2","4","4","3","3","3"
"4451",4451,"technology","growth","private","average","3","4","4","4","4","3","4","3","4","4","4","2","3","3","3","3","2","4","2","3","2","4","2","4","3","2","3","2","2","3","3","4","4","2","4","4","2","3","3","3","3","3","4","3"
"4452",4452,"services","stable","gov-linked","average","4","3","3","3","4","3","3","4","4","3","3","3","3","2","3","3","4","3","4","3","3","4","4","2","3","4","3","4","4","3","4","3","3","4","3","3","2","3","4","2","3","4","4","3"
"4453",4453,"technology","startup","private","belowaverage","3","3","4","4","4","2","4","3","4","3","2","3","3","3","4","3","4","3","3","4","3","2","4","2","3","3","4","4","2","2","4","3","3","3","3","3","3","3","2","4","4","3","3","2"
"4454",4454,"government","trough","government","aboveaverage","5","4","4","5","4","5","4","5","5","4","4","4","4","5","4","5","5","5","4","4","4","5","4","5","5","4","4","4","4","5","4","5","4","5","5","4","5","5","5","5","5","4","5","4"
"4455",4455,"technology","growth","private","average","3","2","4","2","3","4","4","3","4","4","4","4","2","2","4","3","3","3","4","4","3","3","2","3","4","2","3","4","3","2","3","3","2","3","4","3","2","3","4","3","3","2","3","2"
"4456",4456,"fmcg","growth","private","aboveaverage","4","3","4","3","4","4","5","4","5","4","5","5","5","4","5","4","4","5","4","4","4","4","5","5","4","5","4","4","4","4","5","4","5","5","4","5","4","4","4","4","4","4","5","4"
"4457",4457,"fmcg","growth","private","aboveaverage","3","5","3","4","4","4","4","5","5","4","5","4","4","4","4","4","5","5","5","4","5","4","4","4","4","5","4","4","4","4","5","4","4","4","5","4","5","4","5","4","4","4","4","4"
"4458",4458,"fmcg","startup","private","average","3","3","3","3","5","3","4","4","4","4","2","4","3","3","4","4","4","3","3","4","2","3","3","4","3","3","3","4","3","3","2","3","4","3","4","2","3","3","3","3","2","4","2","4"
"4459",4459,"services","growth","private","average","2","3","3","2","2","3","3","3","4","4","2","2","3","4","2","3","2","4","3","3","2","4","3","4","2","3","4","3","3","4","3","3","4","4","3","4","2","3","3","3","3","4","2","4"
"4460",4460,"technology","startup","public","average","3","3","3","4","3","3","4","4","3","2","3","4","3","4","4","2","2","2","2","2","3","4","3","4","3","3","4","2","3","4","2","3","3","2","4","4","2","4","3","4","3","2","2","3"
"4461",4461,"technology","startup","government","average","3","4","4","3","3","4","3","2","2","4","4","3","3","3","3","4","3","4","3","3","2","2","3","3","4","2","3","3","4","3","4","2","4","3","4","3","4","3","2","2","4","4","2","3"
"4462",4462,"others","growth","others","aboveaverage","3","3","2","3","5","4","5","4","5","5","4","4","4","5","4","4","4","5","5","4","4","4","5","4","4","4","4","4","5","4","4","4","4","4","4","5","4","4","4","5","5","5","4","4"
"4463",4463,"services","stable","public","average","3","2","2","3","4","3","4","3","3","3","3","3","4","3","2","3","2","3","3","3","4","4","3","3","4","4","2","3","4","3","4","4","3","4","4","3","3","2","2","4","3","4","3","3"
"4464",4464,"fmcg","stable","others","average","2","4","3","4","3","3","4","3","2","2","4","2","3","3","3","4","4","2","2","4","3","4","3","4","4","4","4","3","2","3","3","3","3","3","3","3","3","3","4","4","3","3","4","4"
"4465",4465,"technology","growth","private","aboveaverage","3","4","3","3","4","4","4","5","4","4","5","5","4","4","4","4","4","5","4","4","4","5","4","4","4","5","4","5","4","4","5","4","4","4","4","4","4","5","4","4","4","4","5","5"
"4466",4466,"financial","growth","public","average","3","4","3","2","2","4","4","3","3","4","3","3","2","4","3","3","3","3","3","2","2","3","3","3","4","4","3","3","4","4","3","4","3","2","4","4","4","3","3","4","2","3","4","4"
"4467",4467,"fmcg","stable","public","average","3","3","4","3","3","4","4","3","4","3","4","2","4","2","3","2","3","4","3","2","3","3","3","4","3","2","4","3","3","3","4","4","2","4","2","3","4","3","4","4","4","4","2","3"
"4468",4468,"fmcg","trough","private","average","2","4","3","2","2","4","3","3","3","4","2","4","4","4","4","3","3","4","4","3","3","3","4","3","3","2","3","2","2","2","3","4","4","4","3","3","4","4","3","4","3","3","3","4"
"4469",4469,"financial","decline","private","aboveaverage","4","4","4","4","4","4","5","5","5","5","5","4","4","5","4","5","4","4","4","4","5","4","5","5","5","5","5","4","5","5","5","5","4","4","5","4","5","5","5","4","5","5","5","4"
"4470",4470,"government","startup","government","average","3","3","3","4","3","2","4","4","2","3","4","3","4","3","3","3","3","3","3","3","3","4","2","2","4","3","2","2","4","3","2","2","4","4","2","3","2","3","4","2","4","4","4","4"
"4471",4471,"others","decline","others","average","4","3","2","3","4","4","2","3","4","2","3","2","4","3","4","4","2","3","4","2","4","4","4","3","2","4","3","3","4","2","3","3","3","4","3","2","3","4","3","2","4","4","3","3"
"4472",4472,"others","stable","private","average","4","3","4","4","2","3","3","3","3","2","4","4","2","3","3","2","3","4","3","2","3","3","4","3","2","3","3","4","3","4","3","3","4","3","4","3","3","3","3","3","3","2","3","4"
"4473",4473,"technology","growth","gov-linked","aboveaverage","4","5","3","3","4","4","4","5","4","4","4","4","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4"
"4474",4474,"others","decline","public","average","2","4","4","3","2","4","4","4","4","3","3","2","4","3","2","2","4","3","4","2","3","4","4","3","3","3","3","4","4","3","4","2","3","2","3","4","4","3","3","3","2","2","3","2"
"4475",4475,"services","stable","public","average","3","2","3","4","2","4","4","3","3","2","3","3","2","2","3","2","2","3","4","3","3","3","3","3","4","3","3","4","3","4","2","2","3","4","3","2","3","3","3","3","4","3","4","4"
"4476",4476,"services","decline","gov-linked","average","2","3","4","2","2","4","4","2","3","4","4","4","3","3","4","3","4","3","3","3","3","2","4","2","3","4","3","4","3","4","4","3","4","3","2","2","4","4","4","3","4","2","4","2"
"4477",4477,"others","decline","others","aboveaverage","4","4","4","4","4","4","4","5","4","4","5","5","5","5","5","5","5","4","4","5","5","5","4","5","5","4","5","5","4","4","4","5","4","5","4","5","4","4","4","4","4","5","4","5"
"4478",4478,"financial","growth","public","average","3","3","3","2","3","2","3","2","3","2","2","4","3","3","3","4","3","4","4","2","2","3","3","3","3","3","4","3","4","4","2","2","4","3","3","2","2","4","2","3","4","2","4","3"
"4479",4479,"utilities","stable","gov-linked","average","3","3","2","4","2","2","3","3","2","4","3","4","3","4","3","3","3","4","4","2","2","3","2","3","4","4","3","4","3","2","2","3","3","3","3","3","2","2","3","4","3","3","4","4"
"4480",4480,"technology","startup","others","average","2","4","3","4","3","4","3","3","3","3","3","3","2","4","2","3","2","2","2","4","3","2","3","4","3","3","2","3","3","3","3","3","4","4","4","3","3","2","3","3","3","2","3","3"
"4481",4481,"services","startup","others","average","4","2","3","4","5","3","3","3","3","4","4","3","3","3","2","2","4","4","3","3","4","4","3","3","3","3","4","3","3","4","3","3","3","3","3","4","3","4","4","3","3","3","3","4"
"4482",4482,"others","decline","gov-linked","aboveaverage","4","5","4","5","4","5","4","5","5","4","4","5","4","5","5","5","5","4","5","5","5","4","4","5","5","4","5","4","5","5","5","4","5","5","5","4","4","5","5","5","5","5","4","4"
"4483",4483,"technology","trough","government","average","4","3","3","3","3","2","4","4","4","3","3","3","2","3","2","4","4","4","3","3","4","3","3","3","3","3","2","4","4","3","3","4","3","4","3","3","4","3","3","4","4","4","4","3"
"4484",4484,"technology","growth","others","aboveaverage","3","3","4","2","5","4","4","5","4","4","4","5","4","5","4","4","4","5","4","4","4","5","4","4","4","5","4","5","4","5","5","4","5","4","4","5","4","4","4","5","4","5","5","4"
"4485",4485,"others","stable","public","average","3","2","2","4","2","3","3","3","3","3","4","3","4","3","4","4","3","4","3","3","4","3","3","3","3","4","3","4","3","3","3","2","4","4","2","4","3","3","4","3","4","4","4","4"
"4486",4486,"fmcg","growth","others","average","2","4","2","4","3","4","3","3","2","3","2","3","2","3","2","4","4","4","4","3","2","4","3","3","3","3","4","3","2","2","3","3","3","3","3","4","3","2","4","2","4","4","2","3"
"4487",4487,"services","startup","others","average","2","3","3","3","4","2","4","4","4","2","3","3","2","3","3","4","4","4","3","3","2","3","2","4","4","3","3","4","4","2","4","4","4","3","4","4","3","3","4","3","4","2","2","3"
